customer_id,phone_service,internet_service,online_backup,online_security,device_protection,tech_support,streaming_tv,streaming_movies
3657-COGMW,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes
6752-APNJL,Yes,DSL,Yes,Yes,No,No,No,No
2732-ISEZX,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1043-UXOVO,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
1875-QIVME,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes
6741-QRLUP,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes
5349-AZPEW,No,DSL,No,No,No,No,No,No
6302-JGYRJ,Yes,DSL,Yes,No,No,Yes,Yes,Yes
2135-RXIHG,Yes,DSL,No,No,No,No,No,No
2223-GDSHL,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
4902-OHLSK,Yes,Fiber optic,No,No,No,Yes,Yes,Yes
0613-WUXUM,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2830-LEWOA,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes
9308-ANMVE,Yes,DSL,Yes,Yes,No,No,No,No
4081-DYXAV,No,DSL,No,No,No,No,Yes,Yes
1855-AGAWH,Yes,Fiber optic,No,No,Yes,No,Yes,Yes
0318-QUUOB,Yes,Fiber optic,No,No,No,No,Yes,No
0215-BQKGS,Yes,Fiber optic,Yes,Yes,Yes,No,No,No
9558-IHEZX,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes
7343-EOBEU,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
7470-DYNOE,Yes,DSL,No,No,Yes,No,No,Yes
0440-EKDCF,Yes,DSL,Yes,No,Yes,Yes,No,No
9350-VLHMB,Yes,Fiber optic,Yes,No,No,No,No,Yes
7977-HXJKU,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
0375-HVGXO,No,DSL,No,No,No,No,Yes,No
7826-VVKWT,Yes,Fiber optic,No,No,Yes,No,Yes,Yes
6432-TWQLB,Yes,Fiber optic,Yes,No,No,Yes,No,No
8008-OTEZX,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
9314-IJWSQ,Yes,Fiber optic,No,No,No,No,Yes,No
0556-FJEGU,Yes,DSL,Yes,No,Yes,Yes,Yes,No
8060-HIWJJ,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes
0248-IPDFW,Yes,DSL,No,No,No,No,No,No
7442-YGZFK,Yes,DSL,No,No,No,No,No,No
1216-BGTSP,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
7780-OTDSO,Yes,Fiber optic,No,Yes,No,No,Yes,Yes
4860-YZGZM,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
8728-SKJLR,Yes,Fiber optic,No,No,No,Yes,No,No
3115-JPJDD,Yes,Fiber optic,No,Yes,Yes,No,No,No
4389-UEFCZ,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
0567-XRHCU,No,DSL,No,Yes,Yes,No,No,Yes
8565-HBFNN,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes
2724-FJDYW,No,DSL,No,No,Yes,Yes,Yes,Yes
4973-RLZVI,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No
9367-TCUYN,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4910-AQFFX,Yes,Fiber optic,No,No,Yes,No,No,No
1187-WILMM,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes
6366-ZGQGL,No,DSL,No,No,No,No,No,No
7299-GNVPL,Yes,Fiber optic,Yes,Yes,No,Yes,No,No
4897-QSUYC,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2900-PHPLN,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
9233-PSYHO,Yes,Fiber optic,No,No,Yes,No,Yes,Yes
3016-KSVCP,No,DSL,No,No,No,No,Yes,No
0623-IIHUG,No,DSL,No,Yes,No,No,Yes,No
4565-NLZBV,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6486-LHTMA,Yes,Fiber optic,No,No,Yes,No,Yes,No
3946-MHCZW,Yes,DSL,No,No,Yes,No,No,No
4927-WWOOZ,Yes,Fiber optic,No,No,Yes,No,Yes,No
8792-AOROI,Yes,DSL,No,Yes,No,Yes,No,Yes
4945-RVMTE,Yes,DSL,No,No,Yes,No,Yes,No
6583-QGCSI,Yes,Fiber optic,Yes,No,No,No,Yes,No
3156-QLHBO,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3506-OVLKD,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6388-TABGU,Yes,DSL,Yes,Yes,No,No,No,No
6145-NNPNO,Yes,DSL,No,No,No,No,No,No
5968-VXZLG,Yes,DSL,No,No,No,No,No,No
3874-EQOEP,Yes,Fiber optic,No,No,No,No,Yes,Yes
5760-IFJOZ,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes
2371-KFUOG,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes
2307-FYNNL,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
1937-OTUKY,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No
1545-JFUML,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No
3904-UKFRE,Yes,Fiber optic,No,Yes,No,No,No,No
9755-JHNMN,Yes,DSL,Yes,Yes,Yes,Yes,No,No
1385-TQOZW,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4895-TMWIR,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1223-UNPKS,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6522-OIQSX,No,DSL,Yes,No,Yes,No,Yes,Yes
3649-JPUGY,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes
6048-UWKAL,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes
4307-KWMXE,No,DSL,Yes,No,No,Yes,No,No
5215-LNLDJ,No,DSL,No,No,No,No,No,No
8348-HFYIV,No,DSL,No,No,Yes,No,Yes,Yes
8496-DMZUK,Yes,Fiber optic,Yes,Yes,Yes,No,No,No
8573-JGCZW,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3746-EUBYR,Yes,Fiber optic,No,No,No,No,No,No
2320-YKQBO,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
0129-KPTWJ,Yes,Fiber optic,No,No,Yes,No,Yes,Yes
8221-HVAYI,Yes,DSL,Yes,Yes,Yes,Yes,No,No
0485-ZBSLN,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5985-TBABQ,Yes,DSL,No,Yes,No,No,Yes,Yes
1552-AAGRX,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes
6088-BXMRG,Yes,Fiber optic,Yes,No,No,No,Yes,Yes
7798-JVXYM,Yes,DSL,No,No,No,Yes,Yes,Yes
1622-HSHSF,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2905-KFQUV,Yes,Fiber optic,No,No,No,No,No,No
4195-PNGZS,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2245-ADZFJ,Yes,DSL,Yes,No,No,Yes,Yes,Yes
6479-VDGRK,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes
3565-UNOCC,Yes,Fiber optic,No,No,Yes,No,Yes,Yes
0559-CKHUS,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
9828-QHFBK,Yes,DSL,No,Yes,No,No,No,No
7225-CBZPL,Yes,Fiber optic,No,No,No,No,Yes,Yes
7207-RMRDB,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes
3580-REOAC,Yes,DSL,No,No,No,No,No,No
8734-FNWVH,Yes,DSL,No,No,No,No,No,Yes
2882-DDZPG,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
7901-TBKJX,Yes,Fiber optic,No,No,Yes,No,Yes,Yes
0392-BZIUW,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
5149-TGWDZ,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes
5924-SNGKP,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
8976-OQHGT,Yes,DSL,Yes,No,No,Yes,No,No
5297-MDOIR,Yes,Fiber optic,No,Yes,Yes,No,No,No
3069-SSVSN,No,DSL,No,No,No,No,No,No
8417-FMLZI,Yes,Fiber optic,Yes,No,No,No,No,Yes
8961-QDZZJ,Yes,Fiber optic,Yes,No,No,No,Yes,Yes
0637-UBJRP,Yes,Fiber optic,No,Yes,No,No,No,Yes
6408-WHTEF,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes
4986-MXSFP,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2123-VSCOT,Yes,DSL,No,No,Yes,Yes,Yes,No
3208-YPIOE,Yes,Fiber optic,No,No,No,No,No,No
0463-WZZKO,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5567-GZKQY,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1178-PZGAB,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6108-OQZDQ,Yes,Fiber optic,Yes,No,No,No,Yes,Yes
1734-ZMNTZ,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5334-JLAXU,Yes,Fiber optic,Yes,Yes,No,No,No,Yes
1642-HMARX,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes
1480-BKXGA,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
2585-KTFRE,Yes,DSL,Yes,Yes,No,Yes,No,Yes
3417-TSCIC,No,DSL,No,No,No,No,No,No
0885-HMGPY,Yes,DSL,Yes,Yes,Yes,Yes,No,No
4706-DGAHW,Yes,DSL,No,No,No,No,No,No
0730-BGQGF,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes
7089-RKVSZ,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4747-LCAQL,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes
9172-ANCRX,Yes,Fiber optic,No,Yes,No,No,Yes,Yes
3094-JOJAI,Yes,Fiber optic,No,No,No,No,No,No
9169-BSVIN,Yes,DSL,No,No,Yes,No,Yes,Yes
8464-EETCQ,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5322-TEUJK,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
2623-DRYAM,Yes,Fiber optic,No,No,Yes,No,Yes,Yes
9501-UKKNL,No,DSL,No,No,No,Yes,Yes,Yes
0848-ZGQIJ,Yes,Fiber optic,Yes,No,No,No,Yes,Yes
2388-LAESQ,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
5498-TXHLF,Yes,Fiber optic,No,No,Yes,No,Yes,No
9086-YJYXS,Yes,DSL,No,No,Yes,No,Yes,Yes
0471-ARVMX,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
3736-BLEPA,Yes,Fiber optic,Yes,No,No,Yes,Yes,No
9894-QMIMJ,Yes,DSL,Yes,No,Yes,No,No,No
1972-XMUWV,Yes,DSL,No,No,No,Yes,Yes,No
8535-SFUTN,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
4191-XOVOM,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes
3278-FSIXX,Yes,DSL,No,No,No,No,No,No
7394-LWLYN,Yes,Fiber optic,No,No,No,No,No,No
2164-SOQXL,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3071-MVJCD,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No
3090-QFUVD,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6537-OTKMY,No,DSL,No,No,Yes,No,Yes,Yes
0396-HUJBP,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
8873-GLDMH,Yes,Fiber optic,No,No,No,No,No,No
2538-OIMXF,No,DSL,No,No,No,No,No,No
5204-QZXPU,No,DSL,No,No,Yes,No,Yes,No
2302-ANTDP,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
3810-PJUHR,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3030-YZADT,Yes,DSL,No,No,No,No,No,No
3452-SRFEG,Yes,Fiber optic,No,No,No,No,No,No
8041-TMEID,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes
0519-DRGTI,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3635-JBPSG,No,DSL,Yes,No,No,No,No,Yes
1746-TGTWV,Yes,Fiber optic,No,No,Yes,No,No,No
3779-OSWCF,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes
7817-BOQPW,Yes,Fiber optic,No,No,No,No,No,No
2382-BCKQJ,Yes,Fiber optic,No,No,Yes,No,Yes,Yes
2011-TRQYE,No,DSL,Yes,No,Yes,No,No,No
9350-ZXYJC,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5445-UTODQ,Yes,Fiber optic,No,No,No,No,Yes,No
0902-XKXPN,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5940-NFXKV,Yes,Fiber optic,No,No,No,No,No,Yes
3327-YBAKM,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes
3177-LASXD,Yes,Fiber optic,No,No,No,No,No,No
8205-VSLRB,Yes,DSL,No,Yes,Yes,Yes,No,Yes
2717-HVIZY,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
7384-GHBPI,No,DSL,No,No,No,No,No,Yes
3884-HCSWG,Yes,Fiber optic,No,No,No,No,No,No
3675-YDUPJ,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5312-TSZVC,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
0308-GIQJT,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes
7074-IEVOJ,Yes,Fiber optic,Yes,No,No,No,No,No
6980-CDGFC,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4277-UDIEF,Yes,DSL,No,Yes,No,Yes,Yes,Yes
3138-BKYAV,Yes,Fiber optic,Yes,No,No,No,Yes,No
5312-UXESG,Yes,Fiber optic,No,No,Yes,No,Yes,Yes
4192-GORJT,Yes,Fiber optic,No,No,Yes,No,Yes,Yes
4283-IVYCI,Yes,DSL,No,Yes,No,Yes,No,Yes
5018-GWURO,Yes,Fiber optic,No,No,No,No,Yes,No
3258-SANFR,Yes,DSL,No,No,No,No,No,No
1977-STDKI,Yes,Fiber optic,Yes,No,No,No,No,No
2282-YGNOR,Yes,DSL,No,Yes,Yes,Yes,No,No
1855-CFULU,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
9411-TPQQV,No,DSL,No,Yes,No,Yes,Yes,Yes
9732-OUYRN,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5451-YHYPW,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
9378-FXTIZ,Yes,DSL,No,No,No,No,Yes,Yes
5136-KCKGI,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
1478-VPOAD,Yes,DSL,No,No,No,No,No,No
5146-YYFRZ,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2718-YSKCS,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3027-ZTDHO,Yes,Fiber optic,No,No,No,No,Yes,Yes
5697-GOMBF,No,DSL,No,No,No,No,Yes,No
0925-VYDLG,Yes,Fiber optic,No,No,No,No,No,No
0655-YDGFJ,Yes,DSL,No,No,Yes,No,No,No
0320-DWVTU,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes
1468-DEFNC,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5760-FXFVO,Yes,Fiber optic,Yes,Yes,No,No,No,No
4056-QHXHZ,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
4919-MOAVT,Yes,Fiber optic,No,No,No,No,No,No
5214-NLTIT,Yes,Fiber optic,No,No,Yes,No,No,Yes
8714-EUHJO,Yes,Fiber optic,Yes,No,No,No,No,Yes
6437-UKHMV,Yes,Fiber optic,No,No,No,No,Yes,No
0067-DKWBL,Yes,DSL,No,Yes,No,No,No,No
4547-FZJWE,Yes,DSL,No,Yes,No,No,No,Yes
7677-SJJJK,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6478-HRRCZ,Yes,DSL,Yes,Yes,No,Yes,No,Yes
1453-RZFON,Yes,DSL,No,Yes,No,No,No,No
1139-WUOAH,No,DSL,No,No,Yes,Yes,Yes,Yes
1069-XAIEM,Yes,Fiber optic,No,No,No,No,No,Yes
9408-HRXRK,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes
4800-CZMPC,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes
9112-WSNPU,Yes,Fiber optic,No,No,No,No,No,No
9154-QDGTH,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes
0178-SZBHO,Yes,Fiber optic,Yes,No,No,No,Yes,No
8857-CUPFQ,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4536-PLEQY,Yes,Fiber optic,Yes,No,No,No,No,Yes
8748-HFWBO,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1142-WACZW,No,DSL,No,No,No,Yes,No,No
7595-EUIVN,Yes,Fiber optic,Yes,No,No,No,No,No
0898-XCGTF,Yes,Fiber optic,No,No,No,No,Yes,Yes
5419-JKZNQ,Yes,Fiber optic,No,No,No,No,No,No
3580-HYCSP,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes
5468-BPMMO,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1932-UEDCX,Yes,Fiber optic,Yes,No,No,No,Yes,Yes
3227-WLKLI,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes
7205-BAIAD,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
7975-JMZNT,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes
4250-WAROZ,Yes,Fiber optic,Yes,Yes,No,No,No,Yes
7634-HLQJR,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3570-YUEKJ,Yes,DSL,Yes,No,No,No,No,No
7924-GJZFI,Yes,Fiber optic,No,No,No,No,No,No
1025-FALIX,Yes,Fiber optic,No,No,No,No,No,No
1952-DVVSW,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
8559-CIZFV,Yes,DSL,Yes,Yes,No,Yes,Yes,No
3331-HQDTW,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes
9787-XVQIU,Yes,Fiber optic,No,No,No,No,No,No
7054-DMVAS,Yes,DSL,Yes,Yes,No,No,Yes,No
8461-EFQYM,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
8917-SZTTJ,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
8375-KVTHK,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes
0390-DCFDQ,Yes,Fiber optic,No,No,No,No,No,No
5724-BIDBU,Yes,DSL,No,Yes,No,No,No,No
9470-XCCEM,Yes,Fiber optic,Yes,No,No,No,Yes,No
9386-LDCZR,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No
9873-MNDKV,Yes,DSL,No,No,No,No,No,No
1452-UZOSF,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No
2612-RANWT,Yes,Fiber optic,No,No,Yes,No,Yes,Yes
6214-EDAKZ,Yes,DSL,Yes,No,No,Yes,No,No
6734-FQAJX,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes
7268-WNTCP,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5044-LRQAQ,Yes,Fiber optic,No,No,No,No,No,No
4139-DETXS,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes
8380-MQINP,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
7649-SIJJF,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes
6305-YLBMM,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes
9753-OYLBX,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1240-KNSEZ,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
0952-KMEEH,Yes,Fiber optic,No,Yes,No,No,Yes,Yes
9578-FOMUK,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
0917-EZOLA,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes
4759-TRPLW,Yes,Fiber optic,No,No,No,No,No,No
1271-UODNO,Yes,DSL,No,No,No,Yes,No,No
7547-EKNFS,Yes,Fiber optic,Yes,No,Yes,No,Yes,No
5702-SKUOB,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4501-EQDRN,Yes,Fiber optic,No,No,No,No,No,No
8853-TZDGH,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes
1245-HARPS,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
9948-YPTDG,Yes,Fiber optic,Yes,Yes,No,No,No,No
2960-NKRSO,Yes,Fiber optic,Yes,No,Yes,Yes,No,No
9391-LMANN,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes
3935-TBRZZ,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6538-POCHL,Yes,Fiber optic,Yes,No,Yes,No,No,No
0960-HUWBM,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes
3737-XBQDD,Yes,Fiber optic,Yes,No,Yes,No,No,No
8012-SOUDQ,Yes,Fiber optic,Yes,No,No,No,Yes,No
2408-TZMJL,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes
8844-TONUD,Yes,Fiber optic,No,No,Yes,No,Yes,Yes
7096-UCLNH,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
8406-LNMHF,Yes,Fiber optic,Yes,Yes,Yes,No,No,No
2877-VDUER,No,DSL,No,No,No,Yes,Yes,No
9184-GALIL,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
7994-UYIVZ,Yes,Fiber optic,No,No,No,No,No,Yes
0853-TWRVK,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes
6982-UQZLY,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
0699-NDKJM,No,DSL,Yes,Yes,Yes,No,Yes,Yes
0939-YAPAF,Yes,Fiber optic,No,No,Yes,No,Yes,Yes
6718-BDGHG,Yes,DSL,No,No,No,Yes,Yes,No
4644-OBGFZ,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6242-SGYTS,Yes,Fiber optic,Yes,Yes,No,No,Yes,No
7602-MVRMB,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
0959-WHOKV,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes
5324-KTGCG,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5919-TMRGD,Yes,Fiber optic,No,No,No,No,Yes,No
6114-TCFID,No,DSL,Yes,Yes,No,Yes,No,No
7663-CUXZB,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
3376-BMGFE,Yes,Fiber optic,No,No,No,No,No,No
7055-JCGNI,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
6917-FIJHC,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6339-YPSAH,Yes,Fiber optic,No,No,Yes,No,No,No
9027-TMATR,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes
7312-XSBAT,Yes,DSL,No,Yes,No,No,No,No
3538-WZPHD,No,DSL,Yes,No,No,No,No,No
6141-OOXUQ,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
8033-VCZGH,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
6668-CNMFP,Yes,Fiber optic,No,No,No,Yes,No,Yes
3932-IJWDZ,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes
4361-JEIVL,Yes,DSL,No,No,No,No,No,No
5895-QSXOD,Yes,Fiber optic,No,No,No,No,No,No
6181-AXXYF,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
0697-ZMSWS,Yes,Fiber optic,No,No,No,No,No,Yes
3930-ZGWVE,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
9546-KDTRB,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3022-BEXHZ,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes
4647-MUZON,Yes,Fiber optic,No,No,Yes,No,Yes,Yes
1744-JHKYS,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3018-TFTSU,Yes,Fiber optic,No,Yes,Yes,No,No,No
5180-UCIIQ,No,DSL,No,Yes,No,No,No,Yes
2359-KLTEK,Yes,Fiber optic,No,No,Yes,No,Yes,Yes
3683-QKIUE,Yes,DSL,No,No,No,Yes,No,No
2673-ZALNP,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1428-GTBJJ,Yes,Fiber optic,Yes,No,No,No,No,No
3845-FXCYS,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5298-GSTLM,Yes,Fiber optic,No,Yes,No,No,Yes,Yes
5461-QKNTN,Yes,Fiber optic,Yes,No,No,Yes,Yes,No
7931-PXHFC,Yes,DSL,No,No,Yes,Yes,No,Yes
9701-CDXHR,Yes,Fiber optic,No,No,No,No,No,No
2672-DZUOY,No,DSL,No,No,No,No,No,No
3407-QGWLG,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1867-TJHTS,Yes,Fiber optic,No,Yes,No,No,No,No
5201-CBWYG,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
8711-LOBKY,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6856-RAURS,Yes,Fiber optic,No,No,No,No,No,No
7277-OZCGZ,Yes,Fiber optic,No,Yes,No,Yes,No,Yes
4338-EYCER,Yes,DSL,No,No,No,No,Yes,No
6734-JDTTV,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
0378-TOVMS,Yes,Fiber optic,No,No,No,Yes,No,Yes
3318-OSATS,Yes,Fiber optic,No,No,No,No,Yes,Yes
2114-MGINA,Yes,Fiber optic,No,No,No,No,Yes,Yes
0265-EDXBD,Yes,Fiber optic,No,No,No,No,No,No
3891-NLXJB,No,DSL,Yes,Yes,No,Yes,No,No
6036-TTFYU,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4817-QRJSX,Yes,Fiber optic,Yes,No,No,No,No,No
3916-NRPAP,Yes,Fiber optic,No,No,Yes,No,No,Yes
1057-FOGLZ,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
9916-AYHTC,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4951-UKAAQ,Yes,Fiber optic,Yes,No,No,No,No,Yes
6047-SUHPR,Yes,DSL,Yes,Yes,Yes,No,No,No
8945-MUQUF,Yes,Fiber optic,Yes,Yes,No,No,Yes,No
9239-GZHZE,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
7997-EASSD,Yes,Fiber optic,No,No,No,Yes,No,No
